subj_idx,stim,rt,accuracy,response,trialno,stimulus,novelty,early,late
131,2,0.987,1,0,5,0,1,1,1
131,2,1.042,1,0,6,0,1,1,1
131,2,0.82,0,1,8,0,1,1,1
131,2,0.736,0,0,9,1,0,0,1
131,2,1.495,1,0,10,0,1,0,1
131,1,1.442,0,1,2,0,1,1,0
131,1,0.746,1,1,3,1,0,1,0
131,1,0.804,1,0,4,0,1,1,0
131,1,0.929,1,0,5,0,1,1,1
131,1,0.852,1,1,6,1,0,1,1
131,1,0.663,1,1,7,1,0,1,1
131,1,1.423,0,1,8,0,1,1,1
131,1,1.216,1,1,10,1,0,0,1
131,3,0.829,1,1,4,1,0,1,0
131,3,1.057,1,0,5,0,1,1,1
131,3,0.322,0,0,7,1,0,1,1
131,3,1.051,1,1,8,1,0,1,1
131,3,0.753,0,0,10,1,0,0,1
131,1,0.666,0,0,2,1,0,1,0
131,1,1.291,1,0,3,0,1,1,0
131,1,0.889,1,1,4,1,0,1,0
131,1,0.587,0,1,5,0,1,1,1
131,1,0.826,0,1,6,0,1,1,1
131,1,1.197,1,1,7,1,0,1,1
131,1,0.817,1,0,8,0,1,1,1
131,1,1.099,1,0,9,0,1,0,1
131,1,0.894,1,1,10,1,0,0,1
131,3,1.283,1,0,4,0,1,1,0
131,3,1.213,1,0,5,0,1,1,1
131,3,1.355,1,1,6,1,0,1,1
131,2,0.921,0,1,4,0,1,1,0
131,2,0.803,1,1,5,1,0,1,1
131,2,1.082,1,0,6,0,1,1,1
131,2,1.349,1,1,7,1,0,1,1
131,2,1.482,1,0,8,0,1,1,1
131,2,1.013,1,1,10,1,0,0,1
131,1,1.259,1,0,2,0,1,1,0
131,1,0.932,1,1,3,1,0,1,0
131,1,0.951,1,0,4,0,1,1,0
131,1,0.746,1,1,5,1,0,1,1
131,1,1.119,1,0,6,0,1,1,1
131,1,0.711,1,1,7,1,0,1,1
131,1,1.134,1,0,8,0,1,1,1
131,1,0.724,1,1,9,1,0,0,1
131,1,1.205,1,0,10,0,1,0,1
131,3,0.881,1,0,4,0,1,1,0
131,3,0.731,1,0,5,0,1,1,1
131,3,0.917,0,0,6,1,0,1,1
131,3,0.913,0,0,8,1,0,1,1
131,3,0.612,1,1,9,1,0,0,1
131,3,0.863,0,1,10,0,0,0,1
131,2,0.688,1,0,6,0,1,1,1
131,2,0.946,1,1,7,1,0,1,1
131,2,1.163,1,1,9,1,0,0,1
131,2,1.154,1,0,10,0,1,0,1
131,1,0.611,1,0,2,0,1,1,0
131,1,0.529,1,1,3,1,0,1,0
131,1,0.961,1,0,4,0,1,1,0
131,1,0.497,1,1,5,1,0,1,1
131,1,0.899,1,0,6,0,1,1,1
131,1,0.505,1,1,7,1,0,1,1
131,1,0.815,1,0,8,0,1,1,1
131,1,1.001,1,0,9,0,1,0,1
131,1,0.782,1,1,10,1,0,0,1
131,3,1.278,0,0,4,1,0,1,0
131,3,1.103,1,1,6,1,0,1,1
131,3,0.988,1,0,7,0,1,1,1
131,3,1.265,1,0,8,0,1,1,1
131,3,1.498,1,1,9,1,0,0,1
131,1,0.863,0,0,2,1,0,1,0
131,1,0.802,0,0,4,1,0,1,0
131,1,1.128,1,0,5,0,1,1,1
131,1,0.559,1,1,6,1,0,1,1
131,1,0.4,1,0,7,0,1,1,1
131,1,0.664,1,0,8,0,1,1,1
131,1,0.93,1,0,9,0,1,0,1
131,1,1,1,1,10,1,0,0,1
131,3,0.8,1,1,4,1,0,1,0
131,3,0.646,0,0,7,1,0,1,1
131,3,0.965,1,1,8,1,0,1,1
131,3,0.871,0,1,9,0,0,0,1
131,2,0.887,1,1,3,1,0,1,0
131,2,1.221,0,1,4,0,1,1,0
131,2,0.977,1,1,5,1,0,1,1
131,2,1.05,1,0,6,0,1,1,1
131,2,0.555,1,0,7,0,1,1,1
131,2,0.772,1,0,8,0,1,1,1
131,2,0.857,1,1,9,1,0,0,1
131,2,0.911,1,1,10,1,0,0,1
131,1,0.231,0,0,2,1,0,1,0
131,1,0.703,1,1,3,1,0,1,0
131,1,1.493,1,0,4,0,1,1,0
131,1,0.855,1,0,5,0,1,1,1
131,1,0.728,1,0,6,0,1,1,1
131,1,0.976,1,0,7,0,1,1,1
131,1,0.746,1,0,8,0,1,1,1
131,1,0.69,0,0,9,1,0,0,1
131,1,0.721,1,1,10,1,0,0,1
131,2,0.99,1,1,3,1,0,1,0
131,2,0.35,0,0,5,1,0,1,1
131,2,0.577,1,0,6,0,1,1,1
131,2,0.38,1,1,7,1,0,1,1
131,2,0.932,1,0,8,0,1,1,1
131,2,1.255,1,1,9,1,0,0,1
132,1,1.143,1,0,2,0,1,1,0
132,1,0.981,1,0,4,0,1,1,0
132,1,0.741,0,0,5,1,0,1,1
132,1,1.004,1,1,7,1,0,1,1
132,1,0.983,1,0,8,0,1,1,1
132,1,0.544,1,1,9,1,0,0,1
132,1,1.044,1,0,10,0,1,0,1
132,2,1.401,1,0,3,0,1,1,0
132,2,1.162,1,0,4,0,1,1,0
132,2,0.999,1,1,5,1,0,1,1
132,2,0.802,1,1,6,1,0,1,1
132,2,1.003,1,0,8,0,1,1,1
132,2,1.456,1,0,9,0,1,0,1
132,2,0.614,1,1,10,1,0,0,1
132,3,0.844,1,0,4,0,1,1,0
132,3,0.932,1,0,5,0,1,1,1
132,3,0.699,1,1,6,1,0,1,1
132,3,1.126,1,0,7,0,1,1,1
132,3,0.877,1,1,8,1,0,1,1
132,3,1.306,1,1,9,1,0,0,1
132,3,1.203,0,0,10,1,0,0,1
132,2,1.027,0,0,3,1,0,1,0
132,2,1.177,0,1,4,0,1,1,0
132,2,0.86,1,0,5,0,1,1,1
132,2,1.171,1,1,6,1,0,1,1
132,2,1.106,1,1,7,1,0,1,1
132,2,0.727,1,0,8,0,1,1,1
132,2,0.827,1,0,9,0,1,0,1
132,2,0.771,1,1,10,1,0,0,1
132,1,1.08,1,0,2,0,1,1,0
132,1,0.905,1,1,3,1,0,1,0
132,1,0.684,1,0,4,0,1,1,0
132,1,0.89,1,0,5,0,1,1,1
132,1,0.541,1,1,6,1,0,1,1
132,1,0.982,0,0,7,1,0,1,1
132,1,0.871,1,0,9,0,1,0,1
132,1,0.711,1,1,10,1,0,0,1
132,3,1.192,1,1,4,1,0,1,0
132,3,1.248,1,1,5,1,0,1,1
132,3,0.739,1,0,6,0,1,1,1
132,3,1.453,1,1,7,1,0,1,1
132,3,0.682,0,0,8,1,0,1,1
132,3,0.912,0,1,9,0,0,0,1
132,3,0.762,1,0,10,0,1,0,1
132,1,0.575,1,1,2,1,0,1,0
132,1,0.837,1,1,3,1,0,1,0
132,1,0.529,1,0,4,0,1,1,0
132,1,0.687,1,0,5,0,1,1,1
132,1,0.541,1,0,6,0,1,1,1
132,1,0.577,1,0,7,0,1,1,1
132,1,0.773,1,0,8,0,1,1,1
132,1,0.527,1,1,9,1,0,0,1
132,1,0.814,1,1,10,1,0,0,1
132,3,0.623,1,0,4,0,1,1,0
132,3,0.863,1,1,5,1,0,1,1
132,3,1.236,1,1,6,1,0,1,1
132,3,0.814,1,0,7,0,1,1,1
132,3,1.078,1,1,8,1,0,1,1
132,3,0.958,0,0,9,1,0,0,1
132,2,0.514,1,1,3,1,0,1,0
132,2,0.56,1,0,4,0,1,1,0
132,2,0.647,0,0,5,1,0,1,1
132,2,0.701,1,0,6,0,1,1,1
132,2,1.063,1,1,7,1,0,1,1
132,2,1.105,1,0,8,0,1,1,1
132,2,0.824,1,1,9,1,0,0,1
132,2,1.048,1,0,10,0,1,0,1
132,2,0.747,1,1,3,1,0,1,0
132,2,0.925,1,1,4,1,0,1,0
132,2,0.566,1,0,5,0,1,1,1
132,2,0.764,1,0,6,0,1,1,1
132,2,0.62,1,1,7,1,0,1,1
132,2,0.691,1,0,8,0,1,1,1
132,2,1.101,1,1,9,1,0,0,1
132,2,0.764,1,0,10,0,1,0,1
132,3,0.79,1,1,4,1,0,1,0
132,3,1.359,1,0,5,0,1,1,1
132,3,1.413,1,1,6,1,0,1,1
132,3,1.083,1,0,7,0,1,1,1
132,3,0.752,1,0,8,0,1,1,1
132,3,0.792,1,1,9,1,0,0,1
132,3,0.604,0,0,10,1,0,0,1
132,2,1.09,1,0,3,0,1,1,0
132,2,0.813,1,1,4,1,0,1,0
132,2,1.135,1,1,5,1,0,1,1
132,2,0.785,1,0,6,0,1,1,1
132,2,1.114,1,1,7,1,0,1,1
132,2,1.102,1,0,8,0,1,1,1
132,2,1.215,1,0,9,0,1,0,1
132,2,1.177,0,0,10,1,0,0,1
132,1,0.699,1,1,2,1,0,1,0
132,1,0.647,1,0,3,0,1,1,0
132,1,1.009,1,1,4,1,0,1,0
132,1,1.413,1,0,5,0,1,1,1
132,1,1.131,1,0,7,0,1,1,1
132,1,0.903,1,1,8,1,0,1,1
132,1,0.84,1,0,9,0,1,0,1
132,1,0.815,1,1,10,1,0,0,1
132,3,0.813,1,0,4,0,1,1,0
132,3,1.14,1,0,5,0,1,1,1
132,3,0.85,1,1,7,1,0,1,1
132,3,1.102,1,1,8,1,0,1,1
132,3,1.174,1,1,9,1,0,0,1
132,3,1.04,1,0,10,0,0,0,1
132,1,0.931,1,0,2,0,1,1,0
132,1,0.717,1,1,3,1,0,1,0
132,1,0.663,1,0,4,0,1,1,0
132,1,0.572,1,1,5,1,0,1,1
132,1,0.672,1,0,6,0,1,1,1
132,1,0.467,1,1,7,1,0,1,1
132,1,0.998,1,0,8,0,1,1,1
132,1,1.026,1,0,9,0,1,0,1
132,1,0.804,1,1,10,1,0,0,1
132,3,0.045,0,0,4,1,0,1,0
132,3,0.723,1,0,5,0,1,1,1
132,3,1.186,1,0,6,0,1,1,1
132,3,0.872,0,0,7,1,0,1,1
132,3,0.776,1,1,8,1,0,1,1
132,3,0.602,1,0,9,0,1,0,1
132,3,0.769,1,1,10,1,0,0,1
132,2,1.385,1,1,3,1,0,1,0
132,2,0.821,1,0,4,0,1,1,0
132,2,0.82,1,0,5,0,1,1,1
132,2,0.526,1,1,6,1,0,1,1
132,2,0.63,1,0,7,0,1,1,1
132,2,1.067,1,0,8,0,1,1,1
132,2,0.765,1,1,9,1,0,0,1
132,2,0.849,1,1,10,1,0,0,1
132,1,0.144,0,0,2,1,0,1,0
132,1,0.672,1,0,3,0,1,1,0
132,1,0.637,1,1,4,1,0,1,0
132,1,0.481,1,0,5,0,1,1,1
132,1,0.912,1,0,6,0,1,1,1
132,1,0.802,1,1,7,1,0,1,1
132,1,0.794,1,0,8,0,1,1,1
132,1,0.966,1,0,9,0,1,0,1
132,1,0.881,1,1,10,1,0,0,1
132,3,1.052,1,0,4,0,1,1,0
132,3,0.554,1,1,5,1,0,1,1
132,3,0.625,1,1,6,1,0,1,1
132,3,0.83,0,0,7,1,0,1,1
132,3,1.12,1,0,8,0,1,1,1
132,3,0.576,0,0,10,1,0,0,1
132,2,0.792,1,1,3,1,0,1,0
132,2,0.679,1,0,4,0,1,1,0
132,2,1.319,1,1,5,1,0,1,1
132,2,0.959,1,0,6,0,1,1,1
132,2,0.974,0,1,7,0,1,1,1
132,2,1.138,0,1,8,0,1,1,1
132,2,0.981,1,1,9,1,0,0,1
132,2,0.749,1,1,10,1,0,0,1
132,1,0.897,1,0,2,0,1,1,0
132,1,0.856,1,1,3,1,0,1,0
132,1,0.852,1,1,4,1,0,1,0
132,1,0.662,1,0,5,0,1,1,1
132,1,0.539,1,1,7,1,0,1,1
132,1,0.69,1,0,8,0,1,1,1
132,1,0.761,1,1,9,1,0,0,1
132,1,0.765,1,0,10,0,1,0,1
132,3,0.571,1,1,4,1,0,1,0
132,3,0.655,1,1,5,1,0,1,1
132,3,0.654,1,0,6,0,1,1,1
132,3,0.165,1,0,8,0,1,1,1
132,3,1.236,1,0,9,0,1,0,1
132,3,0.73,1,1,10,1,0,0,1
132,1,0.957,1,1,2,1,0,1,0
132,1,0.811,1,0,3,0,1,1,0
132,1,0.805,1,1,4,1,0,1,0
132,1,0.569,1,0,5,0,1,1,1
132,1,0.665,1,1,6,1,0,1,1
132,1,0.533,1,0,7,0,1,1,1
132,1,0.882,1,0,8,0,1,1,1
132,1,1.214,1,0,9,0,1,0,1
132,1,0.852,1,1,10,1,0,0,1
132,3,0.486,1,1,4,1,0,1,0
132,3,1.245,0,0,5,1,0,1,1
132,3,0.876,0,1,6,0,1,1,1
132,3,1.206,1,0,7,0,1,1,1
132,3,0.994,1,0,8,0,1,1,1
132,3,0.641,1,1,9,1,0,0,1
132,3,1.075,0,0,10,1,0,0,1
132,2,0.759,1,1,3,1,0,1,0
132,2,0.517,1,1,4,1,0,1,0
132,2,0.747,1,0,5,0,1,1,1
132,2,0.856,1,0,6,0,1,1,1
132,2,0.729,1,1,7,1,0,1,1
132,2,0.723,1,0,8,0,1,1,1
132,2,1.266,1,1,9,1,0,0,1
132,1,0.747,1,1,2,1,0,1,0
132,1,0.773,1,1,3,1,0,1,0
132,1,0.597,1,0,4,0,1,1,0
132,1,0.744,1,1,5,1,0,1,1
132,1,1.24,1,0,6,0,1,1,1
132,1,0.98,1,0,7,0,1,1,1
132,1,0.923,1,0,8,0,1,1,1
132,1,0.495,1,1,9,1,0,0,1
132,1,0.754,1,0,10,0,1,0,1
132,2,0.555,1,1,3,1,0,1,0
132,2,0.899,1,0,4,0,1,1,0
132,2,1.293,1,1,5,1,0,1,1
132,2,0.885,1,0,6,0,1,1,1
132,2,0.998,1,1,7,1,0,1,1
132,2,0.937,1,0,8,0,1,1,1
132,2,1.043,1,0,9,0,1,0,1
132,2,0.489,1,1,10,1,0,0,1
133,1,0.861,1,1,2,1,0,1,0
133,1,0.945,1,1,3,1,0,1,0
133,1,1.037,1,0,4,0,1,1,0
133,1,1.051,1,0,5,0,1,1,1
133,1,0.823,1,0,6,0,1,1,1
133,1,0.998,1,0,7,0,1,1,1
133,1,1.065,1,0,8,0,1,1,1
133,1,0.947,1,1,9,1,0,0,1
133,1,0.862,1,1,10,1,0,0,1
133,2,0.815,1,0,3,0,1,1,0
133,2,0.869,1,0,4,0,1,1,0
133,2,0.932,1,1,5,1,0,1,1
133,2,0.995,1,1,6,1,0,1,1
133,2,1.277,0,0,7,1,0,1,1
133,2,0.905,1,0,8,0,1,1,1
133,2,0.912,1,0,9,0,1,0,1
133,3,0.568,1,1,4,1,0,1,0
133,3,1.312,1,1,5,1,0,1,1
133,3,0.874,1,0,6,0,1,1,1
133,3,1.469,1,0,7,0,1,1,1
133,3,1.175,1,0,8,0,1,1,1
133,3,0.706,1,1,9,1,0,0,1
133,3,0.841,1,1,10,1,0,0,1
133,2,0.821,1,1,3,1,0,1,0
133,2,0.915,1,0,5,0,1,1,1
133,2,0.775,1,0,6,0,1,1,1
133,2,0.781,1,1,7,1,0,1,1
133,2,0.844,1,0,8,0,1,1,1
133,2,0.885,1,1,9,1,0,0,1
133,2,1.067,1,0,10,0,1,0,1
133,1,1.073,1,0,2,0,1,1,0
133,1,0.682,1,1,3,1,0,1,0
133,1,0.725,1,0,4,0,1,1,0
133,1,1.074,1,0,5,0,1,1,1
133,1,0.967,1,1,6,1,0,1,1
133,1,1.378,1,1,7,1,0,1,1
133,1,0.81,1,0,8,0,1,1,1
133,1,0.801,1,0,9,0,1,0,1
133,1,1.058,1,1,10,1,0,0,1
133,3,0.596,1,1,4,1,0,1,0
133,3,0.987,1,0,5,0,1,1,1
133,3,1.328,1,1,6,1,0,1,1
133,3,1.03,1,0,7,0,1,1,1
133,3,0.792,1,0,8,0,1,1,1
133,3,0.967,0,0,9,1,0,0,1
133,3,0.805,1,1,10,1,0,0,1
133,1,0.927,1,1,2,1,0,1,0
133,1,0.803,1,1,3,1,0,1,0
133,1,0.878,1,0,4,0,1,1,0
133,1,0.788,1,1,5,1,0,1,1
133,1,0.73,1,0,6,0,1,1,1
133,1,0.812,1,0,7,0,1,1,1
133,1,0.63,1,0,8,0,1,1,1
133,1,0.785,1,1,9,1,0,0,1
133,1,0.589,1,0,10,0,1,0,1
133,3,0.846,1,1,4,1,0,1,0
133,3,0.832,1,1,5,1,0,1,1
133,3,0.742,1,0,6,0,1,1,1
133,3,0.994,0,0,7,1,0,1,1
133,3,1.196,1,0,8,0,1,1,1
133,3,1.19,1,0,9,0,1,0,1
133,3,1.129,1,1,10,1,0,0,1
133,2,1.03,1,0,3,0,1,1,0
133,2,0.961,1,1,4,1,0,1,0
133,2,0.833,1,1,5,1,0,1,1
133,2,0.741,1,0,6,0,1,1,1
133,2,0.739,0,0,7,1,0,1,1
133,2,0.752,1,0,8,0,1,1,1
133,2,0.791,1,0,9,0,1,0,1
133,2,0.771,1,1,10,1,0,0,1
133,2,0.6,1,1,3,1,0,1,0
133,2,0.716,1,0,4,0,1,1,0
133,2,0.9,1,1,5,1,0,1,1
133,2,0.855,1,0,6,0,1,1,1
133,2,0.887,0,0,7,1,0,1,1
133,2,0.839,1,0,8,0,1,1,1
133,2,0.899,1,0,9,0,1,0,1
133,2,0.781,1,1,10,1,0,0,1
133,3,0.837,1,0,4,0,1,1,0
133,3,1.455,1,1,5,1,0,1,1
133,3,1.348,1,1,6,1,0,1,1
133,3,1.482,1,1,7,1,0,1,1
133,3,1.101,1,0,9,0,1,0,1
133,3,1.102,1,1,10,1,0,0,1
133,2,1.181,1,1,3,1,0,1,0
133,2,1.494,0,0,5,1,0,1,1
133,2,0.81,1,0,6,0,1,1,1
133,2,0.845,1,0,7,0,1,1,1
133,2,0.737,1,0,8,0,1,1,1
133,2,0.798,1,1,9,1,0,0,1
133,2,0.899,1,1,10,1,0,0,1
133,1,0.947,1,0,2,0,1,1,0
133,1,0.789,1,1,3,1,0,1,0
133,1,0.776,1,0,4,0,1,1,0
133,1,0.575,1,1,5,1,0,1,1
133,1,0.597,1,0,6,0,1,1,1
133,1,0.897,1,1,7,1,0,1,1
133,1,0.558,1,0,8,0,1,1,1
133,1,0.884,1,0,9,0,1,0,1
133,1,0.856,1,1,10,1,0,0,1
133,3,0.71,1,0,4,0,1,1,0
133,3,1.048,1,0,5,0,1,1,1
133,3,0.954,1,1,7,1,0,1,1
133,3,0.64,1,1,8,1,0,1,1
133,3,0.835,0,0,9,1,0,0,1
133,3,0.629,1,0,10,0,0,0,1
133,1,0.851,1,1,2,1,0,1,0
133,1,0.583,1,0,3,0,1,1,0
133,1,0.643,1,1,4,1,0,1,0
133,1,0.545,1,0,5,0,1,1,1
133,1,0.993,1,0,6,0,1,1,1
133,1,0.675,1,0,7,0,1,1,1
133,1,0.489,1,1,8,1,0,1,1
133,1,0.581,1,0,9,0,1,0,1
133,1,0.765,1,1,10,1,0,0,1
133,3,0.842,1,1,4,1,0,1,0
133,3,0.868,1,0,5,0,1,1,1
133,3,0.82,1,0,6,0,1,1,1
133,3,1.181,1,1,7,1,0,1,1
133,3,0.905,1,1,8,1,0,1,1
133,3,0.692,1,0,9,0,1,0,1
133,3,0.692,0,0,10,1,0,0,1
133,2,0.495,1,1,3,1,0,1,0
133,2,0.663,1,0,4,0,1,1,0
133,2,0.959,1,0,5,0,1,1,1
133,2,0.533,1,1,6,1,0,1,1
133,2,0.601,1,0,7,0,1,1,1
133,2,0.744,1,0,8,0,1,1,1
133,2,0.622,1,1,9,1,0,0,1
133,2,0.632,0,0,10,1,0,0,1
133,1,0.621,1,1,2,1,0,1,0
133,1,0.741,1,0,3,0,1,1,0
133,1,0.696,1,1,4,1,0,1,0
133,1,0.596,1,0,5,0,1,1,1
133,1,0.904,1,0,6,0,1,1,1
133,1,0.669,0,0,7,1,0,1,1
133,1,0.64,1,0,8,0,1,1,1
133,1,0.94,1,0,9,0,1,0,1
133,1,0.78,1,1,10,1,0,0,1
133,3,0.723,1,0,4,0,1,1,0
133,3,1.239,1,1,5,1,0,1,1
133,3,0.694,1,1,6,1,0,1,1
133,3,0.712,1,0,7,0,1,1,1
133,3,0.923,0,0,8,1,0,1,1
133,3,1.048,1,1,9,1,0,0,1
133,3,0.678,1,0,10,0,1,0,1
133,2,0.844,1,1,3,1,0,1,0
133,2,0.712,0,0,4,1,0,1,0
133,2,1.009,1,0,5,0,1,1,1
133,2,0.627,1,0,6,0,1,1,1
133,2,0.808,1,1,7,1,0,1,1
133,2,0.638,1,0,8,0,1,1,1
133,2,1.024,0,0,9,1,0,0,1
133,2,0.912,0,1,10,0,1,0,1
133,1,0.925,1,0,2,0,1,1,0
133,1,0.982,1,1,3,1,0,1,0
133,1,0.632,1,0,4,0,1,1,0
133,1,0.489,1,1,5,1,0,1,1
133,1,0.639,1,0,6,0,1,1,1
133,1,0.611,1,1,7,1,0,1,1
133,1,0.52,1,0,8,0,1,1,1
133,1,0.774,1,1,9,1,0,0,1
133,1,0.606,1,0,10,0,1,0,1
133,3,0.547,1,1,4,1,0,1,0
133,3,0.929,0,0,5,1,0,1,1
133,3,0.888,1,0,6,0,1,1,1
133,3,1.281,0,0,7,1,0,1,1
133,3,1,0,0,8,1,0,1,1
133,3,0.68,0,1,9,0,0,0,1
133,3,1.185,1,0,10,0,1,0,1
133,1,0.914,1,0,2,0,1,1,0
133,1,0.761,1,1,3,1,0,1,0
133,1,0.861,1,1,4,1,0,1,0
133,1,0.715,1,0,5,0,1,1,1
133,1,0.764,1,0,6,0,1,1,1
133,1,0.664,1,1,7,1,0,1,1
133,1,0.673,1,0,8,0,1,1,1
133,1,0.753,1,1,9,1,0,0,1
133,1,0.683,1,0,10,0,1,0,1
133,3,1.099,1,0,4,0,1,1,0
133,3,0.932,1,0,5,0,1,1,1
133,3,1.105,0,1,7,0,1,1,1
133,3,0.942,1,1,8,1,0,1,1
133,3,0.67,1,1,9,1,0,0,1
133,3,1.355,0,0,10,1,0,0,1
133,2,1.282,0,0,3,1,0,1,0
133,2,0.856,1,0,4,0,1,1,0
133,2,1.312,1,0,5,0,1,1,1
133,2,1.052,1,1,6,1,0,1,1
133,2,0.788,1,0,8,0,1,1,1
133,2,0.809,1,0,9,0,1,0,1
133,2,1.117,1,1,10,1,0,0,1
133,1,0.825,1,1,2,1,0,1,0
133,1,0.558,1,0,3,0,1,1,0
133,1,0.503,1,1,4,1,0,1,0
133,1,0.625,1,0,5,0,1,1,1
133,1,0.585,1,1,6,1,0,1,1
133,1,0.581,1,0,7,0,1,1,1
133,1,1.074,1,0,8,0,1,1,1
133,1,0.578,1,0,9,0,1,0,1
133,1,0.736,1,1,10,1,0,0,1
133,2,0.552,1,1,3,1,0,1,0
133,2,0.66,1,0,4,0,1,1,0
133,2,0.715,0,0,5,1,0,1,1
133,2,0.594,1,0,6,0,1,1,1
133,2,1.064,1,1,7,1,0,1,1
133,2,0.866,1,0,8,0,1,1,1
133,2,0.705,0,0,9,1,0,0,1
133,2,0.857,1,0,10,0,1,0,1
134,1,1.281,1,1,2,1,0,1,0
134,1,0.536,0,0,3,1,0,1,0
134,1,1.267,1,0,4,0,1,1,0
134,1,0.959,1,0,5,0,1,1,1
134,1,1.152,0,1,6,0,1,1,1
134,1,1.213,0,1,7,0,1,1,1
134,1,1.012,1,1,9,1,0,0,1
134,1,0.741,0,0,10,1,0,0,1
134,2,1.027,1,1,3,1,0,1,0
134,2,0.995,1,0,4,0,1,1,0
134,2,1.162,1,1,5,1,0,1,1
134,2,1.12,1,0,6,0,1,1,1
134,2,1.288,1,1,7,1,0,1,1
134,3,0.943,0,0,4,1,0,1,0
134,3,1.238,1,1,5,1,0,1,1
134,3,1.025,1,0,6,0,1,1,1
134,3,0.951,1,1,7,1,0,1,1
134,3,1.026,1,0,8,0,1,1,1
134,3,0.977,1,1,10,1,0,0,1
134,2,1.047,1,1,3,1,0,1,0
134,2,1.481,1,0,4,0,1,1,0
134,2,1.221,1,0,5,0,1,1,1
134,2,1.328,0,0,7,1,0,1,1
134,2,1.213,1,0,9,0,1,0,1
134,1,0.938,0,0,2,1,0,1,0
134,1,0.905,1,1,3,1,0,1,0
134,1,1.022,1,0,4,0,1,1,0
134,1,1.19,1,1,5,1,0,1,1
134,1,1.175,1,0,6,0,1,1,1
134,3,1.193,1,1,5,1,0,1,1
134,3,0.809,1,1,6,1,0,1,1
134,3,0.911,0,0,7,1,0,1,1
134,3,1.064,0,1,8,0,1,1,1
134,3,1.184,0,1,9,0,1,0,1
134,3,1.313,1,1,10,1,0,0,1
134,1,1.384,1,0,2,0,1,1,0
134,1,0.928,1,1,3,1,0,1,0
134,1,1.047,1,1,5,1,0,1,1
134,1,0.744,1,0,6,0,1,1,1
134,1,0.529,1,1,7,1,0,1,1
134,1,1.188,1,0,8,0,1,1,1
134,1,0.542,1,1,9,1,0,0,1
134,1,1.148,1,0,10,0,1,0,1
134,3,1.18,1,0,5,0,1,1,1
134,3,1.273,1,1,6,1,0,1,1
134,3,1.299,0,0,8,1,0,1,1
134,3,1.156,1,1,9,1,0,0,1
134,2,0.865,1,1,3,1,0,1,0
134,2,0.833,1,0,4,0,1,1,0
134,2,0.805,1,0,5,0,1,1,1
134,2,1.17,1,1,6,1,0,1,1
134,2,0.783,1,0,7,0,1,1,1
134,2,1.058,0,1,8,0,1,1,1
134,2,0.814,0,0,9,1,0,0,1
134,2,1.061,1,1,3,1,0,1,0
134,2,1.106,1,1,4,1,0,1,0
134,2,0.757,1,0,5,0,1,1,1
134,2,0.863,1,0,6,0,1,1,1
134,2,1.256,1,1,7,1,0,1,1
134,2,0.803,1,0,8,0,1,1,1
134,3,1.009,1,1,4,1,0,1,0
134,3,1.428,1,0,5,0,1,1,1
134,3,1.245,1,1,6,1,0,1,1
134,3,0.86,1,0,7,0,1,1,1
134,3,1.072,1,0,8,0,1,1,1
134,3,1.291,1,1,9,1,0,0,1
134,2,1.329,1,1,3,1,0,1,0
134,2,1.145,1,0,4,0,1,1,0
134,2,1.111,1,0,6,0,1,1,1
134,2,0.804,1,0,8,0,1,1,1
134,2,1.402,1,1,9,1,0,0,1
134,2,0.909,1,0,10,0,1,0,1
134,1,0.272,0,0,2,1,0,1,0
134,1,0.9,1,0,3,0,1,1,0
134,1,1.07,1,1,4,1,0,1,0
134,1,1.035,1,0,5,0,1,1,1
134,1,1.027,1,0,6,0,1,1,1
134,1,0.866,1,1,7,1,0,1,1
134,1,0.818,1,0,8,0,1,1,1
134,1,1.311,1,0,9,0,1,0,1
134,1,0.921,1,1,10,1,0,0,1
134,3,1.163,1,1,4,1,0,1,0
134,3,0.972,1,0,5,0,1,1,1
134,3,1.18,1,0,6,0,1,1,1
134,3,1.48,1,1,7,1,0,1,1
134,3,1.146,1,0,9,0,1,0,1
134,3,1.486,1,1,10,1,0,0,1
134,1,1.315,1,0,2,0,1,1,0
134,1,1.293,1,1,3,1,0,1,0
134,1,0.843,1,0,4,0,1,1,0
134,1,0.721,1,1,5,1,0,1,1
134,1,1.012,1,0,6,0,1,1,1
134,1,0.719,1,1,7,1,0,1,1
134,1,0.683,1,0,8,0,1,1,1
134,1,0.905,1,0,9,0,1,0,1
134,1,0.829,1,1,10,1,0,0,1
134,3,0.908,1,0,4,0,1,1,0
134,3,0.807,0,0,9,1,0,0,1
134,3,1.064,1,0,10,0,1,0,1
134,2,1.205,1,0,3,0,1,1,0
134,2,1.418,1,0,6,0,1,1,1
134,2,1.389,1,0,8,0,1,1,1
134,2,0.849,1,0,9,0,1,0,1
134,2,1.011,1,1,10,1,0,0,1
134,1,0.815,1,0,2,0,1,1,0
134,1,0.879,1,1,3,1,0,1,0
134,1,1.365,1,0,4,0,1,1,0
134,1,0.763,1,0,5,0,1,1,1
134,1,1.187,1,1,6,1,0,1,1
134,1,0.053,1,0,8,0,1,1,1
134,1,1.058,0,0,10,1,0,0,1
134,3,1.272,1,1,4,1,0,1,0
134,3,0.993,1,0,6,0,1,1,1
134,3,1.296,1,1,8,1,0,1,1
134,3,0.895,1,0,10,0,1,0,1
134,2,0.909,1,0,3,0,1,1,0
