"ID","Z_DGwin_SEM_striatum","Z_DGwin_BS_SD3min2_with_DA","Z_DGwin_TaskSD_avg_Yeo1_Vis_32change","Z_DGwin_TaskSD_avg_Yeo3_DAN_32change","Z_DGwin_TaskSD_avg_Yeo6_FPN_32change","Z_DGwin_TaskSD_avg_Yeo7_DMN_32change","Z_DGwin_PCAdimTEMP_BGHATMorel_32change","Z_DGwin_PCAdimTEMP_Yeo1_Vis_32change","Z_DGwin_PCAdimTEMP_Yeo3_DAN_32change","Z_DGwin_PCAdimTEMP_Yeo6_FPN_32change","Z_DGwin_PCAdimTEMP_Yeo7_DMN_32change","Z_DGwin_HDDMwBias_a_3min2back","Z_DGwin_HDDMwBias_v_3min2back","Z_DGwin_HDDMwBias_t_3min2back","Z_DGwin_HDDMwBias_z_3min2back","Z_DGwin_HDDMwBias_dc_3min2back","DGwin_TaskSD_avg_BGHATMorel_2back","DGwin_TaskSD_avg_BGHATMorel_3back","DGwin_TaskSD_avg_Yeo1_Vis_2back","DGwin_TaskSD_avg_Yeo1_Vis_3back","DGwin_TaskSD_avg_Yeo3_DAN_2back","DGwin_TaskSD_avg_Yeo3_DAN_3back","DGwin_TaskSD_avg_Yeo6_FPN_2back","DGwin_TaskSD_avg_Yeo6_FPN_3back","DGwin_TaskSD_avg_Yeo7_DMN_2back","DGwin_TaskSD_avg_Yeo7_DMN_3back","DGwin_PCAdimTEMP_BGHATMorel_2back","DGwin_PCAdimTEMP_BGHATMorel_3back","DGwin_PCAdimTEMP_Yeo1_Vis_2back","DGwin_PCAdimTEMP_Yeo1_Vis_3back","DGwin_PCAdimTEMP_Yeo3_DAN_2back","DGwin_PCAdimTEMP_Yeo3_DAN_3back","DGwin_PCAdimTEMP_Yeo6_FPN_2back","DGwin_PCAdimTEMP_Yeo6_FPN_3back","DGwin_PCAdimTEMP_Yeo7_DMN_2back","DGwin_PCAdimTEMP_Yeo7_DMN_3back","DGwin_HDDMwBias_a_2back","DGwin_HDDMwBias_a_3back","DGwin_HDDMwBias_v_2back","DGwin_HDDMwBias_v_3back","DGwin_HDDMwBias_t_2back","DGwin_HDDMwBias_t_3back","DGwin_HDDMwBias_z_2back","DGwin_HDDMwBias_z_3back","DGwin_HDDMwBias_dc_2back","DGwin_HDDMwBias_dc_3back","meanRT2","meanRT3","meanRT3min2","sdRT2","sdRT3","sdRT3min2","accuracy2","accuracy3","accuracy3min2","WAISscoren.o.correct","eduy","agewave1","WM","Speed"
119,-0.801606741298662,-0.15592541,-1.31151891785998,-0.892416421457104,-0.815938591075454,-0.877717855632882,0.617316372001379,-0.406943192077497,-0.227003053400633,-0.0865968056805348,-0.133056825182685,-0.0370658345315191,2.09497021178407,1.22845161500754,0.199634046067218,1.26767305331162,0.26,0.21,0.57,0.49,0.31,0.26,0.34,0.3,0.33,0.29,18,19,12,12,16,16,17,17,17,17,1.61,1.49,1.27,1.42,0.56,0.68,0.59,0.57,-0.51,-0.32,0.993,1.026,0.033,0.273144728345525,0.27770379621347,0.0045590678679448,0.852459016393443,0.823529411764706,-0.0289296046287367,42,15,64,49.56,46.16
120,0.892296669844436,-0.036731075,-0.53397805068087,-0.242850439656755,-0.508893331893375,-0.040221847747144,0.617316372001379,1.19968967015054,-0.903561173339774,-0.0865968056805348,-0.133056825182685,0.615881979070087,-0.968002830887206,-0.430527338132717,0.675329693791745,0.282065359688264,0.22,0.2,0.57,0.53,0.4,0.38,0.42,0.39,0.42,0.41,18,19,12,14,16,15,16,16,17,17,1.69,1.64,2.11,1.45,0.63,0.6,0.58,0.58,-0.28,-0.21,0.94,1.043,0.103,0.180725943284881,0.202030016113623,0.0213040728287426,0.940298507462687,0.898305084745763,-0.0419934227169239,32,12,65,62.85,39.09
121,-0.39273350412619,0.044908889,0.261234199843221,0.541108503895391,0.553955642198437,0.434359223388108,-1.04342855798463,0.396373239036523,-0.227003053400633,-0.0865968056805348,-0.133056825182685,-1.13774929174565,-0.152979063344725,-0.203760430868941,0.149560819990952,-0.596021494630729,0.13,0.14,0.3,0.3,0.24,0.25,0.22,0.24,0.22,0.23,24,23,17,18,19,19,20,20,21,21,1.75,1.51,1.95,1.5,0.53,0.52,0.6,0.58,-0.24,-0.26,0.858,0.862,0.004,0.241921387570374,0.206365258840962,-0.0355561287294122,0.957142857142857,0.883333333333333,-0.0738095238095239,27,14,67,46.29,55.24
122,1.8268640690958,-8.3288e-05,0.261234199843221,0.653102638688555,0.435861311743791,0.322693089003343,0.617316372001379,-0.406943192077497,-0.227003053400633,-0.779371251124813,0.644813845116088,-1.28699450628316,-0.702646255408259,1.6819854295351,1.45146469797387,-0.927544082485859,0.15,0.15,0.42,0.42,0.21,0.22,0.22,0.23,0.22,0.22,20,21,12,12,18,18,17,16,18,19,1.79,1.52,1.74,1.13,0.43,0.59,0.5,0.53,-0.37,-0.43,0.861,1.001,0.14,0.225997252257725,0.275757627927623,0.0497603756698984,0.940298507462687,0.781818181818182,-0.158480325644505,45,8,67,49.02,40.07
123,-0.626375353939031,0.013841581,1.5865879507167,0.742697946523086,0.553955642198437,1.16018909688908,-0.213056092991627,-1.21025962319152,-0.903561173339774,-0.779371251124813,-0.133056825182685,2.03371151717643,-0.56238635122653,-1.97015528744994,-1.25248951014449,0.291025429630295,0.23,0.24,0.42,0.5,0.29,0.31,0.29,0.3,0.29,0.33,19,19,16,15,18,17,19,18,20,20,1.45,1.56,0.8,0.24,0.39,0.24,0.61,0.53,-0.67,-0.6,0.79,0.74,-0.05,0.246931156709408,0.318674166649567,0.071743009940159,0.692307692307692,0.52,-0.172307692307692,40,12,65,50.23,63.8
126,0.892296669844436,-0.05011804,-1.32919030120496,-1.31799413367113,-1.12298385025753,-1.54771466194147,2.27806130198739,1.19968967015054,1.80267130641679,1.9917265306523,2.20055518571363,0.802438497241974,-0.649574940312469,-0.681164446161102,0.950732437211208,-0.658741984224943,0.19,0.18,0.41,0.32,0.35,0.28,0.3,0.25,0.3,0.23,19,22,15,17,14,17,15,18,16,19,1.7,1.66,1.26,0.68,0.58,0.54,0.6,0.62,-0.49,-0.53,1.01,1.11,0.1,0.261106079771639,0.261604861285634,0.000498781513995572,0.850746268656716,0.724137931034483,-0.126608337622234,34,16,65,45.37,41.25
127,1.00911759475086,0.050530527,0.667676016777756,0.720299119564453,0.861000901380516,0.601858424965255,-1.04342855798463,-0.406943192077497,-0.903561173339774,-0.0865968056805348,-0.133056825182685,0.942355885870889,0.449759443814599,-0.58568364310267,-0.301098214695442,0.739028926731822,0.16,0.18,0.45,0.47,0.25,0.27,0.24,0.27,0.23,0.24,20,19,11,11,17,16,17,17,19,19,1.58,1.56,1.02,0.73,0.27,0.24,0.49,0.45,-0.24,-0.12,0.744,0.843,0.099,0.285840536433587,0.327533317289764,0.0416927808561766,0.790322580645161,0.719298245614035,-0.0710243350311262,33,10,65,30.91,42.63
130,-2.1450473777225,-0.10577435,-2.23043085179893,-2.07955425026464,-2.04411962780377,-1.79896346430719,1.44768883699439,2.00300610126456,1.80267130641679,1.29895208520802,1.42268451541486,-1.0631266844769,1.26857401957821,1.53876422494745,-1.1773796710301,-0.228658627007477,0.19,0.16,0.57,0.42,0.37,0.27,0.37,0.27,0.33,0.25,20,22,9,14,13,16,16,18,17,19,1.88,1.64,1.33,1.25,0.46,0.59,0.66,0.58,-0.46,-0.43,0.9915,1.03,0.0385,0.270101263120972,0.219724372243991,-0.0503768908769815,0.885714285714286,0.862068965517241,-0.0236453201970444,38,17,67,53.4,68.24
131,-1.09365905356471,-0.045962714,-0.268907300506173,-0.153255131822224,-0.201848072711296,0.350609622599534,-1.04342855798463,-0.406943192077497,-0.903561173339774,-1.47214569656909,-1.68879816578023,0.821094149059163,-0.604085241658935,0.404929688628565,0.374890337334149,0.0670236810795309,0.22,0.2,0.52,0.49,0.31,0.29,0.34,0.33,0.3,0.3,19,18,14,14,17,16,18,16,20,18,1.82,1.79,1.89,1.32,0.41,0.45,0.62,0.61,-0.49,-0.44,0.837,1.026,0.189,0.221741508365136,0.235722180030857,0.013980671665721,0.955882352941177,0.896551724137931,-0.0593306288032455,38,12,68,55.03,42.91
133,1.06752805720407,0.076863691,-0.109864850401355,-0.063659823987693,0.412242445652862,0.853107227330977,-1.87380102297764,0.396373239036523,0.449555066538508,-0.0865968056805348,-0.910927495481457,0.755799367699002,0.768187334389336,-0.406657137368109,-0.726720636343702,1.2318327735435,0.18,0.21,0.47,0.45,0.34,0.32,0.31,0.32,0.27,0.3,22,20,12,13,14,15,15,15,17,16,1.55,1.51,1.26,1.06,0.59,0.56,0.57,0.51,-0.48,-0.3,0.982,0.951,-0.031,0.25246893721825,0.283758603622639,0.0312896664043893,0.80952380952381,0.785714285714286,-0.0238095238095238,43,10,68,44.47,54.69
134,-0.159091654313349,-0.11558437,-1.08179093437524,-0.713225805788042,-0.249085804893154,-0.514802918882396,1.44768883699439,0.396373239036523,0.449555066538508,-0.0865968056805348,-0.910927495481457,1.53933674402093,-0.505524227909612,-2.32820829891906,0.174597433029085,-1.45618820906566,0.21,0.17,0.51,0.44,0.29,0.24,0.32,0.3,0.27,0.24,20,22,12,13,17,18,17,17,20,19,1.71,1.77,0.95,0.41,0.6,0.18,0.56,0.54,-0.25,-0.37,1.198,1.1345,-0.0634999999999999,0.309403711812412,0.421225147462518,0.111821435650105,0.722222222222222,0.619047619047619,-0.103174603174603,39,17,67,41.04,47.44
135,0.249781582859123,-0.067073211,-1.2054906177901,-1.20599999887796,-0.721463126711737,-0.710218654055735,-0.213056092991627,1.19968967015054,-0.227003053400633,-0.0865968056805348,-0.910927495481457,1.60463152538109,-0.793625652715327,-0.167955129722028,-0.401244666847973,0.774869206499944,0.2,0.18,0.53,0.44,0.38,0.32,0.36,0.32,0.33,0.29,21,21,10,12,12,12,14,14,17,16,1.61,1.67,1.66,1.05,0.51,0.5,0.58,0.53,-0.46,-0.33,0.906,1.084,0.178,0.197146703439081,0.227178301944347,0.0300315985052664,0.91304347826087,0.819672131147541,-0.0933713471133285,52,10,67,57.6,54.16
136,0.0745501954994921,-0.071514219,-0.0215079336764558,-0.0412609970290603,-0.0365160100747918,-0.1798045157281,-0.213056092991627,0.396373239036523,0.449555066538508,0.606177639763744,1.42268451541486,0.569242849527115,0.354989238286404,-1.14663336107096,-0.451317892924239,2.45040228565966,0.2,0.17,0.52,0.5,0.28,0.27,0.27,0.26,0.29,0.27,20,20,11,12,16,17,18,19,18,20,1.68,1.63,1.1,0.79,0.56,0.47,0.6,0.55,-0.49,-0.18,1.043,1.035,-0.00800000000000001,0.35317828767098,0.331305287801886,-0.0218729998690944,0.789473684210526,0.725490196078431,-0.063983488132095,22,12,67,31.82,38.63
138,0.425012970218754,0.082527347,-0.304250067196132,-0.354844574449919,0.341385847380075,0.49019229058049,0.617316372001379,0.396373239036523,0.449555066538508,-0.779371251124813,-0.133056825182685,0.905044582236512,0.510412375352644,-0.0844094270459002,1.50153792405013,-1.14258576109459,0.3,0.31,0.71,0.67,0.5,0.49,0.49,0.46,0.45,0.47,17,18,17,18,17,18,19,18,19,19,1.6,1.58,1.23,0.95,0.27,0.27,0.57,0.6,-0.54,-0.62,0.6805,0.715,0.0345,0.276119044497074,0.243876590927999,-0.032242453569075,0.794117647058824,0.761904761904762,-0.0322128851540616,41,7,67,54.03,54.93
139,-0.217502116766559,0.0057828478,0.0138348330135038,0.406715542143594,0.128816052561712,-0.375220250901439,-0.213056092991627,-0.406943192077497,-0.227003053400633,-0.0865968056805348,-0.133056825182685,-0.97917625129955,0.904656430349938,0.810723101626902,-0.351171440771708,0.335825779340447,0.16,0.16,0.3,0.29,0.26,0.27,0.25,0.25,0.23,0.21,22,22,15,15,16,16,16,16,19,19,1.7,1.48,1.54,1.37,0.59,0.67,0.61,0.56,-0.47,-0.39,1.031,1.029,-0.002,0.213938026686872,0.18493499454702,-0.0290030321398518,0.873015873015873,0.844827586206897,-0.0281882868089764,28,7,68,48.11,47.68
140,-1.0352485911115,-0.048963193,-1.41754721792986,-0.914815248415737,-0.532512197984304,-1.1568831915948,1.44768883699439,1.19968967015054,2.47922942635593,1.9917265306523,1.42268451541486,-2.13582666396525,-2.05975559857202,1.65811522877049,-1.15234305799196,-0.291379116601691,0.17,0.16,0.47,0.38,0.26,0.21,0.28,0.25,0.29,0.24,21,23,11,13,15,19,16,19,18,20,1.98,1.46,2.09,1.11,0.38,0.53,0.65,0.58,-0.43,-0.42,0.798,0.8775,0.0794999999999999,0.211250765736892,0.197339350381619,-0.0139114153552729,0.985074626865672,0.8,-0.185074626865672,39,10,67,51.28,51.72
143,-0.567964891485821,0.033844505,0.208220049808281,0.630703811729922,0.837382035289587,1.02060642890812,-1.04342855798463,-1.21025962319152,0.449555066538508,-0.0865968056805348,-1.68879816578023,-0.438162348601077,-0.429708063487056,0.691372097803862,-0.276061601657309,-2.31635492350059,0.3,0.31,0.55,0.55,0.4,0.42,0.41,0.44,0.36,0.39,17,16,13,12,15,16,15,15,18,16,1.77,1.6,1.83,1.3,0.67,0.74,0.62,0.6,-0.35,-0.56,1.07,1.172,0.102,0.270379572793482,0.24170331465056,-0.0286762581429219,0.932203389830508,0.833333333333333,-0.0988700564971751,29,13,67,43.35,39.46
144,-0.0422707294069285,-0.02251409,-0.940419867615405,-0.198052785739489,0.105197186470783,-0.235637582920483,-0.213056092991627,-0.406943192077497,-0.227003053400633,0.606177639763744,0.644813845116088,0.466636764532577,1.7575882801037,-0.76471014883723,1.27620840670694,-0.551221144920577,0.19,0.18,0.51,0.44,0.34,0.32,0.3,0.3,0.31,0.29,21,21,14,14,16,16,17,18,19,20,1.61,1.54,0.61,0.67,0.24,0.18,0.48,0.46,-0.52,-0.54,0.792,0.664,-0.128,0.355079460821473,0.307551862675702,-0.0475275981457702,0.60655737704918,0.647058823529412,0.0405014464802315,34,9,67,36.54,41.01
146,0.425012970218754,-0.0005668751,0.543976333362897,0.921888562192147,0.955476365744233,0.322693089003343,0.617316372001379,-2.01357605430554,-1.58011929327891,-1.47214569656909,-0.910927495481457,-2.13582666396525,0.237474183431441,0.643631696274646,-2.15380757951728,0.102863960847653,0.21,0.21,0.54,0.56,0.41,0.44,0.33,0.37,0.34,0.34,18,19,16,14,17,15,19,17,19,18,1.79,1.43,1.42,1.07,0.51,0.58,0.62,0.51,-0.42,-0.36,1.007,0.939,-0.0680000000000002,0.264902425009888,0.205335688538229,-0.059566736471659,0.852941176470588,0.754385964912281,-0.0985552115583075,36,12,65,42.02,45.39
148,0.775475744938015,0.042488128,0.632333250087796,0.496310849978125,0.530336776107508,-0.151887982131909,-0.213056092991627,-1.21025962319152,-0.903561173339774,-0.779371251124813,-0.133056825182685,1.96841673581627,-0.331147049737732,0.0230064763948361,-0.301098214695442,-0.156978067471233,0.2,0.21,0.37,0.39,0.34,0.35,0.3,0.32,0.28,0.27,19,19,16,15,17,16,18,17,19,19,1.71,1.81,1.77,1.29,0.47,0.48,0.55,0.5,-0.37,-0.34,0.847,1.1,0.253,0.235733569661566,0.257771356831199,0.0220377871696328,0.923076923076923,0.892857142857143,-0.0302197802197802,34,14,67,54.21,52.29
149,-0.39273350412619,-0.026676131,0.243562816498241,0.429114369102227,0.223291516925429,0.322693089003343,-0.213056092991627,-0.406943192077497,-0.903561173339774,-0.779371251124813,-0.910927495481457,0.0375567727372358,0.00623488194264378,-0.478267739661933,0.374890337334149,1.56335536139863,0.22,0.21,0.44,0.44,0.37,0.37,0.37,0.37,0.31,0.31,20,20,15,15,17,16,18,17,19,18,1.66,1.55,0.95,0.54,0.41,0.38,0.57,0.55,-0.61,-0.39,0.981,0.878,-0.103,0.279247398849676,0.333251956918499,0.0540045580688237,0.781818181818182,0.638297872340426,-0.143520309477756,44,13,68,49.7,49.58
150,0.308192045312333,0.010141701,0.402605266603059,0.429114369102227,0.223291516925429,0.294776555407151,-1.04342855798463,-0.406943192077497,-0.227003053400633,0.606177639763744,-0.133056825182685,-0.904553644030795,0.995635827657005,0.249773383658613,-0.901976927610633,0.291025429630295,0.13,0.14,0.28,0.29,0.22,0.23,0.19,0.19,0.17,0.17,21,20,14,14,15,15,17,18,20,20,1.52,1.3,1.36,1.22,0.47,0.5,0.65,0.58,-0.26,-0.19,0.8065,0.77,-0.0365,0.218406212973474,0.189900925472036,-0.0285052875014387,0.805555555555556,0.793650793650794,-0.011904761904762,32,7,67,51.15,60.13
152,-0.801606741298662,-0.051418323,0.579319100052857,-0.780422286663941,-1.40641024334868,-0.682302120459543,0.617316372001379,-0.406943192077497,0.449555066538508,1.29895208520802,0.644813845116088,-0.400851044966699,1.58321110193182,0.762982700097686,-1.67811193179276,-0.237618696949508,0.23,0.21,0.49,0.51,0.34,0.29,0.36,0.29,0.32,0.28,20,21,10,10,17,18,17,19,19,20,1.62,1.46,1.08,1.09,0.45,0.53,0.62,0.52,-0.61,-0.59,0.875,0.953,0.078,0.23600987855736,0.216937739382436,-0.0190721391749246,0.788732394366197,0.766666666666667,-0.0220657276995304,36,11,67,54.17,43.79
153,-0.100681191860139,-0.060452204,-0.622334967405768,-0.220451612698122,-0.0128971439838627,-0.263554116516674,-0.213056092991627,-0.406943192077497,-0.903561173339774,-0.779371251124813,-0.133056825182685,-1.91195884215899,-0.94525798156044,1.94455763794579,-1.07723321887756,2.26224081687701,0.22,0.2,0.51,0.46,0.37,0.35,0.29,0.28,0.27,0.26,16,16,12,12,13,12,15,14,16,16,1.73,1.39,1.78,1.11,0.6,0.78,0.6,0.53,-0.53,-0.24,1.0025,1.1185,0.116,0.156694782508622,0.169516090980555,0.0128213084719326,0.914285714285714,0.777777777777778,-0.136507936507936,30,13,67,41.55,52.43
154,0.541833895125174,0.035447478,1.7633017841665,0.989085043068046,0.74290657092587,0.741441092946212,-0.213056092991627,-1.21025962319152,-0.227003053400633,-1.47214569656909,-0.910927495481457,-0.913881469939389,1.48085927996137,0.727177398950774,0.975769050249341,0.470226828470905,0.14,0.15,0.34,0.43,0.27,0.3,0.21,0.24,0.22,0.24,22,22,17,16,16,16,20,18,20,19,1.79,1.57,1.71,1.68,0.5,0.57,0.58,0.59,-0.25,-0.15,0.9365,0.891,-0.0455000000000001,0.217257070254501,0.198386189604994,-0.0188708806495072,0.928571428571429,0.916666666666667,-0.011904761904762,40,10,67,53.36,46.61
155,-1.0352485911115,0.016418332,0.596990483397837,0.585906157812656,0.294148115198216,0.378526156195725,-0.213056092991627,-0.406943192077497,-0.903561173339774,-0.779371251124813,-0.910927495481457,2.0803506467194,2.09497021178407,-0.82438565074875,1.35131824582134,0.864469905920249,0.23,0.24,0.4,0.42,0.28,0.3,0.31,0.32,0.36,0.36,18,18,19,19,20,19,20,19,20,19,1.57,1.85,1.4,1.84,0.75,0.69,0.56,0.59,-0.48,-0.35,1.14,1.1615,0.0215000000000001,0.20886151291932,0.195478827465572,-0.0133826854537479,0.859649122807018,1,0.140350877192982,44,9,68,52.23,42.94
156,-0.0422707294069285,-0.057782602,0.102191749738403,0.249923753433165,0.813763169198658,0.294776555407151,1.44768883699439,0.396373239036523,0.449555066538508,-0.0865968056805348,-0.133056825182685,-1.41758406900349,0.328453580738509,1.15684101271372,0.0994875939146863,-1.04402499173226,0.18,0.16,0.24,0.23,0.26,0.26,0.25,0.28,0.21,0.21,20,22,20,21,18,19,18,18,21,21,1.76,1.48,1.76,1.42,0.73,0.83,0.57,0.55,-0.43,-0.5,1.119,1.174,0.0549999999999999,0.339326416996095,0.386455443853536,0.047129026857441,0.849056603773585,0.828571428571429,-0.0204851752021563,40,13,67,49.4,65.89
158,-0.801606741298662,-0.21164744,-1.13480508441018,-1.67637536500925,-1.61898003816705,-1.26854932597956,2.27806130198739,2.00300610126456,2.47922942635593,1.9917265306523,2.20055518571363,-0.438162348601077,0.84779430703302,0.011071376012532,-0.351171440771708,-0.945464222369921,0.29,0.21,0.59,0.51,0.47,0.39,0.37,0.3,0.38,0.33,16,19,10,13,11,15,13,17,15,18,1.7,1.85,1.71,1.42,0.72,0.49,0.59,0.57,-0.36,-0.28,1.1005,1.065,-0.0355000000000001,0.336631739906028,0.332225753022433,-0.00440598688359473,0.896551724137931,0.957446808510638,0.0608950843727073,38,13,66,50.91,50.39
159,-1.50253229073719,-0.064458117,-0.746034650820627,-0.735624632746675,-0.910414055439171,-0.654385586863352,0.617316372001379,1.19968967015054,0.449555066538508,1.29895208520802,0.644813845116088,0.401341983172416,1.05628875919505,-1.18243866221787,-1.55292886660209,0.792789346384005,0.19,0.17,0.38,0.33,0.33,0.28,0.3,0.25,0.26,0.23,19,20,14,16,16,17,17,19,19,20,1.56,1.5,1.12,0.98,0.51,0.42,0.62,0.54,-0.48,-0.35,0.943,0.8,-0.143,0.250241805464606,0.291219778305008,0.040977972840402,0.786885245901639,0.75,-0.0368852459016393,35,15,67,55.2,45.27
160,0.658654820031595,-0.0024693548,-0.569320817370829,-0.825219940581206,-0.461655599711517,-0.989383990017647,0.617316372001379,-0.406943192077497,0.449555066538508,-0.0865968056805348,0.644813845116088,-0.503457129961237,-0.308402200410965,-1.30178966604091,-1.1773796710301,-1.48306841889175,0.24,0.23,0.56,0.52,0.4,0.35,0.36,0.33,0.35,0.31,17,18,14,14,15,16,17,17,18,19,1.85,1.68,1.49,0.99,0.48,0.38,0.63,0.56,-0.34,-0.46,1.0025,0.968,-0.0345,0.334258278571688,0.342321744080899,0.00806346550921017,0.896551724137931,0.788461538461538,-0.108090185676393,35,15,66,49.1,55.14
161,1.12593851965728,0.075367883,0.685347400122736,0.473912023019493,0.624812240471225,0.825190693734786,-1.04342855798463,-0.406943192077497,-0.903561173339774,-0.779371251124813,-1.68879816578023,1.30614109630607,0.98805421121475,-0.490202840044237,0.55014662860108,-0.470580515442302,0.14,0.17,0.32,0.34,0.2,0.21,0.22,0.24,0.19,0.21,23,22,16,16,20,19,20,19,22,20,1.67,1.7,1.95,1.81,0.53,0.5,0.58,0.58,-0.32,-0.32,0.863,0.868,0.005,0.164784223388581,0.185169724666112,0.0203855012775309,0.9375,0.952380952380952,0.0148809523809523,37,12,67,48.24,46.8
162,-0.976838128658293,0.0077941585,0.985760916987392,0.630703811729922,0.577574508289366,-0.0681383813433352,-1.04342855798463,-0.406943192077497,-0.227003053400633,-0.779371251124813,-0.133056825182685,-0.438162348601077,0.84779430703302,0.011071376012532,-0.351171440771708,-0.945464222369921,0.14,0.14,0.39,0.44,0.21,0.23,0.21,0.22,0.22,0.21,22,21,14,14,18,18,19,18,20,20,1.93,1.62,2.11,1.26,0.45,0.53,0.61,0.54,-0.45,-0.38,0.859,0.96,0.101,0.211931889403059,0.27323853861422,0.0613066492111612,0.985507246376812,0.849056603773585,-0.136450642603227,45,15,67,62.5,58.52
163,0.658654820031595,0.0081241326,-0.51630666733589,-0.354844574449919,-0.130991474438508,0.0435277530414299,-0.213056092991627,-0.406943192077497,0.449555066538508,0.606177639763744,0.644813845116088,1.68858195855844,1.23445674558806,-1.09889295954174,1.42642808493573,0.658388297253547,0.2,0.2,0.47,0.43,0.35,0.32,0.35,0.33,0.34,0.33,19,19,13,13,15,16,15,16,17,18,1.66,1.73,1.08,1,0.57,0.49,0.52,0.55,-0.42,-0.31,0.987,1.077,0.09,0.282250787512244,0.351614659688078,0.0693638721758339,0.775,0.742857142857143,-0.0321428571428571,32,15,68,47,47.41
164,-0.743196278845452,0.026601057,0.0845203663934229,0.384316715184962,0.317766981289146,0.378526156195725,-0.213056092991627,1.19968967015054,0.449555066538508,0.606177639763744,0.644813845116088,-0.0184101827143304,-1.23335940636615,-1.12276316030635,-0.301098214695442,0.586707737717302,0.13,0.13,0.2,0.19,0.16,0.16,0.16,0.16,0.16,0.17,23,23,20,21,21,22,21,21,22,23,1.82,1.7,2.19,1.44,0.72,0.64,0.59,0.55,-0.43,-0.32,1.068,1.105,0.0369999999999999,0.180788467401423,0.209456876441785,0.0286684090403624,0.983606557377049,0.888888888888889,-0.0947176684881603,44,15,67,55.61,36.91
165,0.658654820031595,0.19456798,2.25810051782594,2.6689970649655,2.11280080419976,2.50018270950626,-1.87380102297764,-2.01357605430554,-1.58011929327891,-0.779371251124813,-0.910927495481457,0.0189011209200471,0.601391772659712,-1.39727046909934,0.500073402524814,-0.802103103297432,0.27,0.31,0.56,0.67,0.38,0.49,0.38,0.46,0.33,0.41,18,16,13,11,15,13,16,15,17,16,1.61,1.49,1.03,0.79,0.36,0.25,0.49,0.48,-0.52,-0.57,0.796,0.611,-0.185,0.28165425385084,0.29514959234505,0.0134953384942093,0.76056338028169,0.661290322580645,-0.099273057701045,29,13,67,55.37,50.79
168,-1.73617414055003,-0.089209877,-1.57658966803468,-1.69877419196788,-1.85516869907634,-2.30146106903864,0.617316372001379,0.396373239036523,1.12611318647765,1.29895208520802,1.42268451541486,1.29681327039748,-0.0240915838263786,-0.275371033162765,1.50153792405013,0.792789346384005,0.2,0.17,0.44,0.33,0.37,0.28,0.38,0.29,0.36,0.27,21,22,14,15,15,17,16,18,17,19,1.54,1.57,1.96,1.55,0.52,0.51,0.57,0.61,-0.27,-0.14,0.813,0.821,0.00800000000000001,0.1889020450093,0.197698358781827,0.00879631377252729,0.914285714285714,0.888888888888889,-0.0253968253968254,44,9,65,51.89,51.93
169,-0.626375353939031,0.047891557,-0.339592833886092,-0.063659823987693,0.0815783203798539,0.546025357772873,-0.213056092991627,1.19968967015054,1.12611318647765,1.29895208520802,-0.133056825182685,0.774455019516191,-0.660947364975853,-0.740839948072622,0.274743885181617,0.291025429630295,0.22,0.23,0.56,0.53,0.39,0.38,0.38,0.37,0.31,0.32,20,20,9,11,12,14,14,16,19,19,1.59,1.56,1.72,1.14,0.63,0.57,0.57,0.55,-0.58,-0.5,0.981,1.0265,0.0455,0.191604078822079,0.217475537004515,0.0258714581824365,0.895522388059702,0.810344827586207,-0.0851775604734947,33,14,65,50.82,51.3
170,0.191371120405913,-0.011067537,-0.339592833886092,0.0483343108054706,0.246910383016358,0.183110421022386,0.617316372001379,-0.406943192077497,-0.903561173339774,-0.779371251124813,-0.910927495481457,-0.0277380086229248,-0.171933104450364,0.213968082511701,0.0243777548002873,-0.264498906775599,0.18,0.17,0.48,0.44,0.29,0.28,0.28,0.29,0.25,0.25,20,21,10,10,14,13,14,13,17,16,1.62,1.5,1.22,0.76,0.39,0.42,0.66,0.64,-0.3,-0.29,0.8215,0.892,0.0705,0.267057840242743,0.250331240876424,-0.0167265993663193,0.838235294117647,0.714285714285714,-0.123949579831933,46,12,65,46.89,61.42
172,1.65163268173617,-0.098035917,0.650004633432776,-0.914815248415737,-2.25668942262213,-2.02229573307672,0.617316372001379,0.396373239036523,1.12611318647765,1.9917265306523,2.20055518571363,-0.344884089515133,-0.645784132091341,-0.800515449984142,-0.726720636343702,0.425426478760753,0.25,0.22,0.63,0.66,0.42,0.37,0.45,0.34,0.45,0.37,18,19,13,14,15,17,15,18,14,18,1.64,1.49,1.12,0.54,0.42,0.36,0.57,0.51,-0.74,-0.65,0.894,0.802,-0.092,0.229344588263232,0.24209238793028,0.0127477996670481,0.8,0.6,-0.2,45,13,64,39.11,60.31
173,-0.39273350412619,-0.00080370129,0.490962183327958,-0.0860586509463258,-0.107372608347579,-0.0123053141509527,-0.213056092991627,-0.406943192077497,-0.227003053400633,0.606177639763744,0.644813845116088,-1.10976581401987,-0.115070981133446,2.5890530585902,-0.0757686973522446,0.783829276441974,0.17,0.17,0.44,0.46,0.3,0.29,0.28,0.27,0.25,0.24,22,22,12,12,14,14,15,16,17,18,1.64,1.4,0.97,0.54,0.45,0.7,0.61,0.58,-0.52,-0.39,0.917,0.977,0.0599999999999999,0.272887819383873,0.346236210023321,0.0733483906394482,0.75,0.6,-0.15,38,11,65,48.41,53.13
